abc command read data/library/mcnc.genlib
Entered genlib library with 23 gates from file "data/library/mcnc.genlib".
abc command read_blif data/su/rca32.blif
abc command print_stats
[1;37mrca32                         :[0m i/o =   64/   33  lat =    0  nd =   298  edge =    585  area =666.00  delay =16.10  lev = 12
--------------- round 1 ---------------
seed = 2531465778
maxLevel = 8
0,-nan,-nan
219,1,0
220,1,0
221,1,0
221,1,0
221,1,0
221,1,0
221,1,0
221,1,0
222,1,0
223,1,0
223,1,0
223,1,0
223,1,0
223,1,0
223,1,0
223,1,0
223,1,0
223,1,0
224,1,0
225,1,0
225,1,0
225,1,0
225,1,0
225,1,0
226,1,0
227,1,0
227,1,0
227,1,0
227,1,0
230,1,0
230,1,0
230,1,0
240,1,0
241,1,0
241,1,0
241,1,0
241,1,0
241,1,0
241,1,0
242,1,0
243,1,0
243,1,0
243,1,0
243,1,0
243,1,0
243,1,0
243,1,0
244,1,0
245,1,0
245,1,0
245,1,0
245,1,0
245,1,0
245,1,0
245,1,0
245,1,0
245,1,0
245,1,0
245,1,0
246,1,0
247,1,0
247,1,0
247,1,0
247,1,0
247,1,0
250,1,0
256,1,0
262,1,0
265,1,0
266,1,0
277,1,0
277,1,0
277,1,0
277,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
278,1,0
279,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
280,1,0
284,1,0
287,1,0
289,1,0
289,1,0
294,1,0
295,1,0
295,1,0
295,1,0
295,1,0
295,1,0
295,1,0
296,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
297,1,0
301,1,0
307,1,0
311,1,0
316,1,0
317,1,0
324,1,0
324,1,0
324,1,0
324,1,0
325,1,0
327,1,0
327,1,0
327,1,0
327,1,0
327,1,0
327,1,0
327,1,0
327,1,0
328,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
329,1,0
332,1,0
337,1,0
340,1,0
340,1,0
340,1,0
340,1,0
341,1,0
343,1,0
344,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
345,1,0
348,1,0
348,1,0
348,1,0
348,1,0
n242 is replaced by one with estimated error 0.0021
error = 0.0021
area = 656
delay = 16
#gates = 296
output circuit appNtk/rca32_2_0.0021_656_16.blif
time = 4502527 us
--------------- round 3 ---------------
seed = 2531465778
maxLevel = 8
348,1,0
348,1,0
349,1,0
350,1,0
350,1,0
350,1,0
350,1,0
350,1,0
351,1,0
352,1,0
352,1,0
352,1,0
352,1,0
352,1,0
352,1,0
352,1,0
352,1,0
352,1,0
352,1,0
353,1,0
354,1,0
354,1,0
354,1,0
354,1,0
354,1,0
354,1,0
354,1,0
355,1,0
356,1,0
356,1,0
356,1,0
356,1,0
356,1,0
356,1,0
356,1,0
356,1,0
356,1,0
356,1,0
357,1,0
358,1,0
358,1,0
358,1,0
358,1,0
358,1,0
359,1,0
360,1,0
360,1,0
360,1,0
360,1,0
360,1,0
360,1,0
360,1,0
360,1,0
360,1,0
360,1,0
360,1,0
360,1,0
361,1,0
362,1,0
362,1,0
362,1,0
362,1,0
362,1,0
365,1,0
370,1,0
380,1,0
380,1,0
380,1,0
380,1,0
380,1,0
381,1,0
382,1,0
382,1,0
382,1,0
382,1,0
382,1,0
382,1,0
382,1,0
383,1,0
384,1,0
384,1,0
384,1,0
384,1,0
384,1,0
384,1,0
385,1,0
386,1,0
386,1,0
386,1,0
386,1,0
386,1,0
386,1,0
386,1,0
386,1,0
386,1,0
387,1,0
388,1,0
388,1,0
388,1,0
388,1,0
388,1,0
389,1,0
390,1,0
390,1,0
390,1,0
390,1,0
393,1,0
393,1,0
393,1,0
403,1,0
404,1,0
404,1,0
404,1,0
404,1,0
404,1,0
404,1,0
405,1,0
406,1,0
406,1,0
406,1,0
406,1,0
406,1,0
406,1,0
406,1,0
407,1,0
408,1,0
408,1,0
408,1,0
408,1,0
408,1,0
408,1,0
408,1,0
408,1,0
408,1,0
408,1,0
408,1,0
409,1,0
410,1,0
410,1,0
410,1,0
410,1,0
410,1,0
413,1,0
415,1,0
416,1,0
427,1,0
427,1,0
427,1,0
427,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
428,1,0
429,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
430,1,0
434,1,0
437,1,0
439,1,0
439,1,0
444,1,0
445,1,0
445,1,0
445,1,0
445,1,0
445,1,0
445,1,0
446,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
447,1,0
451,1,0
455,1,0
459,1,0
464,1,0
465,1,0
472,1,0
472,1,0
472,1,0
472,1,0
473,1,0
475,1,0
475,1,0
475,1,0
475,1,0
475,1,0
475,1,0
475,1,0
475,1,0
476,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
477,1,0
480,1,0
485,1,0
488,1,0
488,1,0
488,1,0
488,1,0
489,1,0
491,1,0
492,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
493,1,0
496,1,0
496,1,0
496,1,0
496,1,0
n320 is replaced by zero with estimated error 0.00392
error = 0.00392
area = 654
delay = 16
#gates = 295
output circuit appNtk/rca32_3_0.00392_654_16.blif
time = 6133324 us
--------------- round 4 ---------------
